date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:17	124/124	---MCZ	200	added ('OK')	text/plain	date:Thu,%2027%20Jul%202023%2019:47:16%20GMT	https://jefesprofootball.com/robots.txt		(from )
13:47:23	1766145/1766145	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Jul%202023%2019:47:19%20GMT	https://jefesprofootball.com/galeria/	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/galeria/index.html	(from )
13:47:23	1610/1610	---MCZ	200	added ('OK')	text/css	etag:W/%22641ae3c7-64a%22	https://jefesprofootball.com/wp-content/plugins/easy-image-collage/css/public.css?m=1679483847	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/wp-content/plugins/easy-image-collage/css/public1b83.css	(from https://jefesprofootball.com/galeria/)
13:47:23	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%22603ffca6-e688%22	https://jefesprofootball.com/wp-includes/css/dashicons.min.css?ver=6.2.2	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/wp-includes/css/dashicons.min3781.css	(from https://jefesprofootball.com/galeria/)
13:47:24	89815/89815	---MCZ	200	added ('OK')	application/javascript	etag:W/%226408d5ed-15ed7%22	https://jefesprofootball.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/wp-includes/js/jquery/jquery.min5aed.js	(from https://jefesprofootball.com/galeria/)
13:47:24	8829/8829	---MCZ	200	added ('OK')	application/javascript	etag:W/%226489ad36-227d%22	https://jefesprofootball.com/wp-content/plugins/gutenberg/build/i18n/index.min.js?ver=5baa98e4345eccc97e24	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/wp-content/plugins/gutenberg/build/i18n/index.mina8f5.js	(from https://jefesprofootball.com/galeria/)
13:47:24	303/303	---M--	200	added ('OK')	application/javascript	etag:%226391c7e3-12f%22	https://jefesprofootball.com/wp-content/plugins/blogmentor/assets/js/custom.js?m=1670498275	C:/My%20Web%20Sites/jefesgallery/jefesprofootball.com/wp-content/plugins/blogmentor/assets/js/custom6486.js	(from https://jefesprofootball.com/galeria/)
13:47:24	1389/1389	---M--	200	added ('OK')	image/png	etag:%22939c42ce165f054a%22	https://i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e1666919028255.png?fit=32%2C32&ssl=1	C:/My%20Web%20Sites/jefesgallery/i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e1666919028255e43b.png	(from https://jefesprofootball.com/galeria/)
13:47:25	7429/7429	---M--	200	added ('OK')	image/png	etag:%22b1dd34abf516a910%22	https://i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e1666919028255.png?fit=192%2C192&ssl=1	C:/My%20Web%20Sites/jefesgallery/i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e166691902825598d8.png	(from https://jefesprofootball.com/galeria/)
13:47:25	6962/6962	---M--	200	added ('OK')	image/png	etag:%221c212799eb443cfb%22	https://i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e1666919028255.png?fit=180%2C180&ssl=1	C:/My%20Web%20Sites/jefesgallery/i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/cropped-JEFES-LFA-icon2-e1666919028255f9b5.png	(from https://jefesprofootball.com/galeria/)
13:47:25	16462/16462	---M--	200	added ('OK')	image/png	etag:%229df5878a347d4a4a%22	https://i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/JEFES_LFA_LOGO_1.png?fit=768%2C239&ssl=1	C:/My%20Web%20Sites/jefesgallery/i0.wp.com/jefesprofootball.com/wp-content/uploads/2022/10/JEFES_LFA_LOGO_1cd1e.png	(from https://jefesprofootball.com/galeria/)
